,owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
0,760,'2021-08-01 00:00:04,부동,취침,수면,,,,,,,,
1,760,'2021-08-01 06:32:58,매우 활동,"기상, 실내운동",기상하기,,,,,,,,
2,760,'2021-08-01 06:32:58,매우 활동,"기상, 실내운동",실내운동하기,,,,,,,,
3,760,'2021-08-01 07:40:02,미동,외출,외출하기,,,,,,,,
4,760,'2021-08-01 08:04:17,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
5,760,'2021-08-01 08:04:17,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
6,760,'2021-08-01 08:41:51,미동,외출,외출하기,,,,,,,,
7,760,'2021-08-01 11:10:02,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
8,760,'2021-08-01 11:10:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
9,760,'2021-08-01 11:50:02,미동,휴식,취미활동,,,,,,,,
10,760,'2021-08-01 12:10:02,매우 활동,실내운동,실내운동하기,,,,,,,,
11,760,'2021-08-01 13:12:27,부동,휴식,취미활동,,,,,,,,
12,760,'2021-08-01 13:40:02,부동,낮잠,낮잠자기,,,,,,,,
13,760,'2021-08-01 18:10:23,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
14,760,'2021-08-01 18:10:23,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
15,760,'2021-08-01 19:02:51,미동,휴식,취미활동,,,,,,,,
16,760,'2021-08-01 19:40:02,부동,낮잠,낮잠자기,,,,,,,,
17,760,'2021-08-01 20:10:02,활동,낮잠기상,낮잠 기상하기,,,,,,,,
18,760,'2021-08-01 21:40:03,매우 활동,실내운동,실내운동하기,,,,,,,,
19,760,'2021-08-01 22:30:02,부동,휴식,취미활동,,,,,,,,
20,760,'2021-08-02 00:20:02,부동,취침,수면,,,,,,,,
21,760,'2021-08-02 06:10:03,활동,기상,기상하기,,,,,,,,
22,760,'2021-08-02 06:20:02,매우 활동,외출,외출하기,,,,,,,,
23,760,'2021-08-02 06:30:02,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
24,760,'2021-08-02 06:30:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
25,760,'2021-08-02 07:50:01,매우 활동,실외운동,실외운동하기,,,,,,,,
26,760,'2021-08-02 08:00:02,매우 활동,"귀가, 실내운동",운동 후 귀가,,,,,,,,
27,760,'2021-08-02 08:00:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
28,760,'2021-08-02 09:10:02,부동,휴식,취미활동,,,,,,,,
29,760,'2021-08-02 09:30:03,미동,취침,수면,,,,,,,,
30,760,'2021-08-02 09:50:02,매우 활동,"기상, 실내운동",기상하기,,,,,,,,
31,760,'2021-08-02 09:50:02,매우 활동,"기상, 실내운동",실내운동하기,,,,,,,,
32,760,'2021-08-02 10:20:02,미동,휴식,취미활동,,,,,,,,
33,760,'2021-08-02 10:41:31,매우 활동,실내운동,실내운동하기,,,,,,,,
34,760,'2021-08-02 12:20:02,미동,휴식,취미활동,,,,,,,,
35,760,'2021-08-02 12:40:02,미동,낮잠,낮잠자기,,,,,,,,
36,760,'2021-08-02 13:21:15,활동,낮잠기상,낮잠 기상하기,,,,,,,,
37,760,'2021-08-02 13:50:02,미동,휴식,취미활동,,,,,,,,
38,760,'2021-08-02 17:20:07,매우 활동,실내운동,실내운동하기,,,,,,,,
39,760,'2021-08-02 17:50:02,매우 활동,실외운동,실외운동하기,,,,,,,,
40,760,'2021-08-02 18:00:05,미동,외출,외출하기,,,,,,,,
41,760,'2021-08-02 18:51:34,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
42,760,'2021-08-02 18:51:34,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
43,760,'2021-08-02 19:30:02,부동,휴식,취미활동,,,,,,,,
44,760,'2021-08-02 19:50:02,부동,낮잠,낮잠자기,,,,,,,,
45,760,'2021-08-02 20:00:06,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
46,760,'2021-08-02 20:00:06,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
47,760,'2021-08-02 21:50:03,활동,외출,외출하기,,,,,,,,
48,760,'2021-08-02 22:00:04,부동,귀가,귀가하기,,,,,,,,
49,760,'2021-08-02 22:30:04,부동,휴식,취미활동,,,,,,,,
50,760,'2021-08-02 22:50:03,부동,취침,수면,,,,,,,,
51,760,'2021-08-03 06:30:03,활동,기상,기상하기,,,,,,,,
52,760,'2021-08-03 06:50:26,매우 활동,실내운동,실내운동하기,,,,,,,,
53,760,'2021-08-03 07:50:03,매우 활동,외출,외출하기,,,,,,,,
54,760,'2021-08-03 08:00:03,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
55,760,'2021-08-03 08:00:03,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
56,760,'2021-08-03 08:40:42,미동,휴식,취미활동,,,,,,,,
57,760,'2021-08-03 10:10:02,미동,낮잠,낮잠자기,,,,,,,,
58,760,'2021-08-03 14:30:01,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
59,760,'2021-08-03 14:30:01,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
60,760,'2021-08-03 15:00:57,매우 활동,실외운동,실외운동하기,,,,,,,,
61,760,'2021-08-03 15:40:03,매우 활동,외출,외출하기,,,,,,,,
62,760,'2021-08-03 16:21:15,매우 활동,실외운동,실외운동하기,,,,,,,,
63,760,'2021-08-03 17:20:18,활동,외출,외출하기,,,,,,,,
64,760,'2021-08-03 21:50:02,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
65,760,'2021-08-03 21:50:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
66,760,'2021-08-03 22:50:03,부동,휴식,취미활동,,,,,,,,
67,760,'2021-08-03 23:10:03,부동,"취침, 외출",수면,,,,,,,,
68,760,'2021-08-03 23:10:03,부동,"취침, 외출",외출하기,,,,,,,,
69,760,'2021-08-03 23:20:10,부동,취침,수면,,,,,,,,
70,760,'2021-08-04 05:50:03,활동,기상,기상하기,,,,,,,,
71,760,'2021-08-04 06:44:15,매우 활동,실내운동,실내운동하기,,,,,,,,
72,760,'2021-08-04 09:03:22,매우 활동,실외운동,실외운동하기,,,,,,,,
73,760,'2021-08-04 09:10:01,매우 활동,외출,외출하기,,,,,,,,
74,760,'2021-08-04 09:20:31,매우 활동,실외운동,실외운동하기,,,,,,,,
75,760,'2021-08-04 09:40:02,매우 활동,외출,외출하기,,,,,,,,
76,760,'2021-08-04 10:20:30,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
77,760,'2021-08-04 10:20:30,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
78,760,'2021-08-04 11:10:02,미동,휴식,취미활동,,,,,,,,
79,760,'2021-08-04 11:40:03,매우 활동,외출,외출하기,,,,,,,,
80,760,'2021-08-04 11:50:02,매우 활동,실외운동,실외운동하기,,,,,,,,
81,760,'2021-08-04 12:30:02,매우 활동,외출,외출하기,,,,,,,,
82,760,'2021-08-04 15:22:22,매우 활동,실외운동,실외운동하기,,,,,,,,
83,760,'2021-08-04 15:30:03,미동,외출,외출하기,,,,,,,,
84,760,'2021-08-04 16:11:34,매우 활동,실외운동,실외운동하기,,,,,,,,
85,760,'2021-08-04 17:00:05,매우 활동,외출,외출하기,,,,,,,,
86,760,'2021-08-04 19:01:23,매우 활동,실외운동,실외운동하기,,,,,,,,
87,760,'2021-08-04 19:10:59,활동,외출,외출하기,,,,,,,,
88,760,'2021-08-04 19:21:06,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
89,760,'2021-08-04 19:21:06,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
90,760,'2021-08-04 20:10:03,미동,휴식,취미활동,,,,,,,,
91,760,'2021-08-04 22:00:03,부동,"휴식, 외출",외출하기,,,,,,,,
92,760,'2021-08-04 22:10:02,부동,휴식,취미활동,,,,,,,,
93,760,'2021-08-04 22:20:03,부동,취침,수면,,,,,,,,
94,760,'2021-08-07 17:10:03,미동,기상,기상하기,,,,,,,,
95,760,'2021-08-07 17:50:04,매우 활동,실내운동,실내운동하기,,,,,,,,
96,760,'2021-08-07 18:10:03,매우 활동,외출,외출하기,,,,,,,,
97,760,'2021-08-07 20:13:16,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
98,760,'2021-08-07 20:13:16,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
99,760,'2021-08-07 22:10:02,부동,외출,외출하기,,,,,,,,
100,760,'2021-08-07 22:20:02,부동,귀가,귀가하기,,,,,,,,
101,760,'2021-08-07 22:30:03,부동,외출,외출하기,,,,,,,,
102,760,'2021-08-07 22:40:02,부동,귀가,귀가하기,,,,,,,,
103,760,'2021-08-07 22:50:04,부동,외출,외출하기,,,,,,,,
104,760,'2021-08-07 23:10:01,부동,귀가,귀가하기,,,,,,,,
105,760,'2021-08-07 23:20:02,부동,취침,수면,,,,,,,,
106,760,'2021-08-08 05:30:04,활동,기상,기상하기,,,,,,,,
107,760,'2021-08-08 05:40:01,매우 활동,실내운동,실내운동하기,,,,,,,,
108,760,'2021-08-08 06:30:02,매우 활동,외출,외출하기,,,,,,,,
109,760,'2021-08-08 06:40:02,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
110,760,'2021-08-08 06:40:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
111,760,'2021-08-08 07:40:01,매우 활동,실외운동,실외운동하기,,,,,,,,
112,760,'2021-08-08 07:50:02,매우 활동,"귀가, 실내운동",운동 후 귀가,,,,,,,,
113,760,'2021-08-08 07:50:02,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
114,760,'2021-08-08 08:50:19,매우 활동,실외운동,실외운동하기,,,,,,,,
115,760,'2021-08-08 09:21:37,매우 활동,외출,외출하기,,,,,,,,
116,760,'2021-08-08 11:04:17,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
117,760,'2021-08-08 11:04:17,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
118,760,'2021-08-08 12:22:20,부동,휴식,취미활동,,,,,,,,
119,760,'2021-08-08 15:13:53,매우 활동,실외운동,실외운동하기,,,,,,,,
120,760,'2021-08-08 15:40:03,미동,외출,외출하기,,,,,,,,
121,760,'2021-08-08 19:04:25,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
122,760,'2021-08-08 19:04:25,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
123,760,'2021-08-08 22:10:03,부동,외출,외출하기,,,,,,,,
124,760,'2021-08-08 22:20:03,부동,귀가,귀가하기,,,,,,,,
125,760,'2021-08-08 22:30:04,부동,취침,수면,,,,,,,,
126,760,'2021-08-09 05:21:59,활동,기상,기상하기,,,,,,,,
127,760,'2021-08-09 05:50:05,매우 활동,실내운동,실내운동하기,,,,,,,,
128,760,'2021-08-09 08:10:01,매우 활동,외출,외출하기,,,,,,,,
129,760,'2021-08-09 08:50:01,매우 활동,실외운동,실외운동하기,,,,,,,,
130,760,'2021-08-09 09:10:01,미동,외출,외출하기,,,,,,,,
131,760,'2021-08-09 10:20:03,미동,귀가,귀가하기,,,,,,,,
132,760,'2021-08-09 10:52:21,매우 활동,실내운동,실내운동하기,,,,,,,,
133,760,'2021-08-09 11:10:24,미동,외출,외출하기,,,,,,,,
134,760,'2021-08-09 11:21:24,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
135,760,'2021-08-09 11:21:24,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
136,760,'2021-08-09 15:00:03,부동,외출,외출하기,,,,,,,,
137,760,'2021-08-09 15:40:01,매우 활동,실외운동,실외운동하기,,,,,,,,
