,owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
0,30069,'2021-08-01 01:21:53,부동,취침,수면,,,,,,,,
1,30069,'2021-08-01 10:12:52,미동,낮잠,낮잠자기,,,,,,,,
2,30069,'2021-08-01 20:20:09,부동,취침,수면,,,,,,,,
3,30069,'2021-08-02 10:08:59,부동,낮잠,낮잠자기,,,,,,,,
4,30069,'2021-08-02 20:01:40,미동,취침,수면,,,,,,,,
5,30069,'2021-08-03 15:13:08,미동,낮잠,낮잠자기,,,,,,,,
6,30069,'2021-08-03 20:09:02,부동,취침,수면,,,,,,,,
7,30069,'2021-08-04 10:09:07,미동,낮잠,낮잠자기,,,,,,,,
8,30069,'2021-08-04 20:19:01,미동,취침,수면,,,,,,,,
9,30069,'2021-08-05 10:11:18,미동,낮잠,낮잠자기,,,,,,,,
10,30069,'2021-08-05 20:09:01,부동,취침,수면,,,,,,,,
11,30069,'2021-08-06 10:33:01,부동,낮잠,낮잠자기,,,,,,,,
12,30069,'2021-08-06 12:09:02,미동,낮잠기상,낮잠 기상하기,,,,,,,,
13,30069,'2021-08-06 14:42:37,부동,휴식,취미활동,,,,,,,,
14,30069,'2021-08-08 22:19:03,부동,취침,수면,,,,,,,,
15,30069,'2021-08-09 05:59:02,미동,기상,기상하기,,,,,,,,
16,30069,'2021-08-09 06:59:03,부동,휴식,취미활동,,,,,,,,
17,30069,'2021-08-09 07:19:01,매우 활동,실내운동,실내운동하기,,,,,,,,
18,30069,'2021-08-09 09:39:00,부동,휴식,취미활동,,,,,,,,
19,30069,'2021-08-09 17:59:02,매우 활동,실내운동,실내운동하기,,,,,,,,
20,30069,'2021-08-09 19:59:01,부동,휴식,취미활동,,,,,,,,
21,30069,'2021-08-09 22:19:05,부동,취침,수면,,,,,,,,
22,30069,'2021-08-10 05:29:43,미동,기상,기상하기,,,,,,,,
23,30069,'2021-08-10 06:48:59,부동,휴식,취미활동,,,,,,,,
24,30069,'2021-08-10 22:19:01,부동,취침,수면,,,,,,,,
25,30069,'2021-08-11 05:39:01,미동,기상,기상하기,,,,,,,,
26,30069,'2021-08-11 06:29:01,부동,휴식,취미활동,,,,,,,,
27,30069,'2021-08-11 22:19:01,부동,취침,수면,,,,,,,,
28,30069,'2021-08-12 05:28:59,미동,기상,기상하기,,,,,,,,
29,30069,'2021-08-12 06:19:03,부동,휴식,취미활동,,,,,,,,
30,30069,'2021-08-12 22:19:07,부동,취침,수면,,,,,,,,
31,30069,'2021-08-13 05:39:07,미동,기상,기상하기,,,,,,,,
32,30069,'2021-08-13 06:29:01,부동,휴식,취미활동,,,,,,,,
33,30069,'2021-08-13 23:19:01,부동,취침,수면,,,,,,,,
34,30069,'2021-08-14 06:09:01,미동,기상,기상하기,,,,,,,,
35,30069,'2021-08-14 09:10:51,부동,휴식,취미활동,,,,,,,,
36,30069,'2021-08-16 23:29:02,부동,취침,수면,,,,,,,,
37,30069,'2021-08-17 06:09:04,미동,기상,기상하기,,,,,,,,
38,30069,'2021-08-17 06:59:03,부동,휴식,취미활동,,,,,,,,
39,30069,'2021-08-17 07:49:49,밥솥,밥준비,밥솥 열기,CHM,,"순이가 애정하는 지완님, 현재 시간은 오전 7시 49분이에요. 오늘은 어떤 아침이에요?",,,,,
40,30069,'2021-08-17 07:59:49,식사 판단,아침식사,조식,M,,보통 밥짓는 동안 어떤거 하면서 기다리세요?,현대카드 아재 개그 불러,"아하 정말요? 순이는 노래부르면서 기다려요. 올리브유 기름에 토마토를 살짝 볶아서 드셔도 차암 맛있답니다! 아이, 토마토 먹고싶다!",,,
41,30069,'2021-08-17 08:30:21,부동,외출,외출하기,,,,,,,,
42,30069,'2021-08-17 11:01:21,미동,귀가,귀가하기,,,,,,,,
43,30069,'2021-08-17 11:11:27,부동,휴식,취미활동,,,,,,,,
44,30069,'2021-08-17 22:19:06,부동,취침,수면,,,,,,,,
45,30069,'2021-08-18 05:49:01,미동,기상,기상하기,,,,,,,,
46,30069,'2021-08-18 06:39:01,부동,휴식,취미활동,,,,,,,,
47,30069,'2021-08-18 08:48:59,미동,외출,외출하기,,,,,,,,
48,30069,'2021-08-18 09:09:21,부동,귀가,귀가하기,,,,,,,,
49,30069,'2021-08-18 09:19:00,미동,외출,외출하기,,,,,,,,
50,30069,'2021-08-18 11:19:23,미동,귀가,귀가하기,,,,,,,,
51,30069,'2021-08-18 11:30:03,부동,휴식,취미활동,,,,,,,,
52,30069,'2021-08-18 13:08:59,미동,외출,외출하기,,,,,,,,
53,30069,'2021-08-18 15:29:00,미동,귀가,귀가하기,,,,,,,,
54,30069,'2021-08-18 15:49:22,부동,휴식,취미활동,,,,,,,,
55,30069,'2021-08-19 03:01:57,부동,취침,수면,,,,,,,,
56,30069,'2021-08-19 05:31:37,미동,기상,기상하기,,,,,,,,
57,30069,'2021-08-19 06:39:00,부동,휴식,취미활동,,,,,,,,
58,30069,'2021-08-19 23:29:03,부동,취침,수면,,,,,,,,
59,30069,'2021-08-20 06:13:21,미동,기상,기상하기,,,,,,,,
60,30069,'2021-08-20 06:59:01,부동,휴식,취미활동,,,,,,,,
61,30069,'2021-08-21 02:29:33,부동,취침,수면,,,,,,,,
62,30069,'2021-08-21 05:19:01,미동,기상,기상하기,,,,,,,,
63,30069,'2021-08-21 06:19:01,부동,휴식,취미활동,,,,,,,,
64,30069,'2021-08-21 22:19:08,부동,취침,수면,,,,,,,,
65,30069,'2021-08-22 05:31:04,미동,기상,기상하기,,,,,,,,
66,30069,'2021-08-22 06:19:03,부동,휴식,취미활동,,,,,,,,
67,30069,'2021-08-22 08:40:29,밥솥,밥준비,밥솥 열기,CHM,,"재미있는 지완님, 안녕하세요! 실내 공기도 오염되는거 아시나요? 요리할 때는 가스레인지의 후드를 꼭 켜주세요.",,,,,
68,30069,'2021-08-22 08:50:29,식사 판단,간식,간식 먹기,M,,"혹시 녹차나 둥굴레차를 드실 때에, 티백을 사용하신다면 이삼분 정도만 우려내고 건지는 것이 좋아요. 오래 우려낼수록 중금속의 양이 증가한답니다! ",뭐라고 그러는 거야,히히 순이의 부탁을 들어주셔서 고마워요. 순이는 출출할 때마다 치즈를 먹곤해요! 치즈가 칼슘이 가득해서 뼈 건강에 좋다고 하더라구요!,,,
69,30069,'2021-08-22 12:01:33,부동,휴식,취미활동,,,,,,,,
70,30069,'2021-08-22 22:59:07,부동,취침,수면,,,,,,,,
71,30069,'2021-08-23 05:39:02,미동,기상,기상하기,,,,,,,,
72,30069,'2021-08-23 06:29:01,부동,휴식,취미활동,,,,,,,,
73,30069,'2021-08-23 22:49:08,부동,취침,수면,,,,,,,,
74,30069,'2021-08-24 06:09:08,미동,기상,기상하기,,,,,,,,
75,30069,'2021-08-24 07:41:37,부동,휴식,취미활동,,,,,,,,
76,30069,'2021-08-24 13:32:03,미동,외출,외출하기,,,,,,,,
77,30069,'2021-08-27 09:29:02,미동,귀가,귀가하기,,,,,,,,
78,30069,'2021-08-27 09:39:01,부동,휴식,취미활동,,,,,,,,
79,30069,'2021-08-27 09:49:04,부동,외출,외출하기,,,,,,,,
80,30069,'2021-08-27 18:59:02,미동,귀가,귀가하기,,,,,,,,
81,30069,'2021-08-27 19:09:03,부동,휴식,취미활동,,,,,,,,
82,30069,'2021-08-27 22:19:08,부동,취침,수면,,,,,,,,
83,30069,'2021-08-28 06:09:03,미동,기상,기상하기,,,,,,,,
84,30069,'2021-08-28 06:59:02,부동,휴식,취미활동,,,,,,,,
85,30069,'2021-08-28 09:19:01,부동,외출,외출하기,,,,,,,,
86,30069,'2021-08-28 09:39:00,부동,귀가,귀가하기,,,,,,,,
87,30069,'2021-08-28 09:49:00,부동,휴식,취미활동,,,,,,,,
88,30069,'2021-08-28 09:59:01,부동,외출,외출하기,,,,,,,,
89,30069,'2021-08-28 10:09:01,부동,귀가,귀가하기,,,,,,,,
90,30069,'2021-08-28 10:19:00,부동,휴식,취미활동,,,,,,,,
91,30069,'2021-08-28 10:39:06,부동,외출,외출하기,,,,,,,,
92,30069,'2021-08-28 10:59:00,부동,귀가,귀가하기,,,,,,,,
93,30069,'2021-08-28 11:09:01,부동,휴식,취미활동,,,,,,,,
94,30069,'2021-08-29 12:00:41,프로그램,프로그램 참여,순이대화,,,프로그램 메시지,,,,,
95,30069,'2021-08-29 22:19:08,부동,취침,수면,,,,,,,,
96,30069,'2021-08-30 04:59:08,미동,기상,기상하기,,,,,,,,
97,30069,'2021-08-30 05:49:08,부동,휴식,취미활동,,,,,,,,
98,30069,'2021-08-30 09:21:09,미동,외출,외출하기,,,,,,,,
99,30069,'2021-08-30 15:19:07,미동,귀가,귀가하기,,,,,,,,
100,30069,'2021-08-30 16:19:07,부동,휴식,취미활동,,,,,,,,
101,30069,'2021-08-30 17:10:03,미동,외출,외출하기,,,,,,,,
