,owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
0,705,'2021-08-01 04:37:39,부동,취침,수면,,,,,,,,
1,705,'2021-08-01 11:57:17,미동,낮잠,낮잠자기,,,,,,,,
2,705,'2021-08-01 12:55:02,활동,낮잠기상,낮잠 기상하기,,,,,,,,
3,705,'2021-08-01 13:35:01,부동,휴식,취미활동,,,,,,,,
4,705,'2021-08-01 13:55:03,부동,낮잠,낮잠자기,,,,,,,,
5,705,'2021-08-01 20:05:04,부동,취침,수면,,,,,,,,
6,705,'2021-08-02 05:15:03,활동,기상,기상하기,,,,,,,,
7,705,'2021-08-02 05:28:01,매우 활동,실내운동,실내운동하기,,,,,,,,
8,705,'2021-08-02 05:38:27,매우 활동,실외운동,실외운동하기,,,,,,,,
9,705,'2021-08-02 05:39:09,외출,외출,외출하기,,,,,,,,
10,705,'2021-08-02 05:55:03,매우 활동,실외운동,실외운동하기,,,,,,,,
11,705,'2021-08-02 06:55:13,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
12,705,'2021-08-02 06:55:13,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
13,705,'2021-08-02 07:45:03,부동,휴식,취미활동,,,,,,,,
14,705,'2021-08-02 08:05:04,부동,취침,수면,,,,,,,,
15,705,'2021-08-02 10:05:04,부동,낮잠,낮잠자기,,,,,,,,
16,705,'2021-08-02 10:35:04,매우 활동,"낮잠기상, 실내운동",낮잠 기상하기,,,,,,,,
17,705,'2021-08-02 10:35:04,매우 활동,"낮잠기상, 실내운동",실내운동하기,,,,,,,,
18,705,'2021-08-02 10:56:25,활동,외출,외출하기,,,,,,,,
19,705,'2021-08-02 11:38:49,매우 활동,실외운동,실외운동하기,,,,,,,,
20,705,'2021-08-02 11:49:17,매우 활동,외출,외출하기,,,,,,,,
21,705,'2021-08-02 12:05:32,매우 활동,실외운동,실외운동하기,,,,,,,,
22,705,'2021-08-02 13:36:06,활동,외출,외출하기,,,,,,,,
23,705,'2021-08-02 14:36:15,매우 활동,실외운동,실외운동하기,,,,,,,,
