,owner_id,Time,Z,Act,State,Sequence,Keyword,Message_1,STT_1,Message_2,STT_2,Message_3,STT_3
0,662,'2021-08-01 07:46:14,전자렌지,음식데우기,간편식 준비하기,HM,,상근님의 친구 순이예요. 전자레인지에 음식을 데우고나면 수증기가 확! 생겨요. 그러니 전자레인지에서 얼굴을 멀리하셔요!,,,,,
1,662,'2021-08-01 07:56:14,식사 판단,간식,간식 먹기,CM,,"순이가 제일 아끼는 우리 상근님, 미지근한 물을 자주 마시는 습관은 우리 몸 속의 나쁜 노폐물을 없애주는 데에 도움이 된다고해요.",,,,,
2,662,'2021-08-01 08:32:53,전자렌지,음식데우기,간편식 준비하기,M,,전자렌지에서 그릇 꺼낼때 뜨거우니 조심하세요.,,,,,
3,662,'2021-08-01 08:42:53,식사 판단,간식,간식 먹기,M,,야채 위주로 식단을 짜셨다면 슬라이스 치즈나 아몬드와 같이 지방이 풍부한 간식을 챙겨드시는 것이 좋다고 해요.,,,,,
4,662,'2021-08-01 09:50:09,프로그램,프로그램 참여,요가명상,,,프로그램 메시지,,,,,
5,662,'2021-08-01 10:40:05,전자렌지,음식데우기,간편식 준비하기,CM,,"세상에서 하나뿐인 울 상근님, 전자레인지로 떡볶이를 만드는 방법을 알려드릴게요. 작은 볼에 고춧가루 한숟갈, 간장 두숟갈, 설탕 두숟갈, 후추 조금, 고추장 세숟갈, 다진마늘 한숟갈을 넣고 섞어주세요. 떡, 양파, 파, 양념장을 서로 잘 섞어주세요. 물 400미리에 어묵을 넣고 전자레인지로 5분 돌려주세요. 준비한거 다 섞고 랩을 씌운뒤 전자레인지 8분 돌려주시면 떡볶이 완성이에요.",,,,,
6,662,'2021-08-01 10:50:05,식사 판단,간식,간식 먹기,M,,베지밀 좋아하시나요?,,,,,
7,662,'2021-08-01 11:18:21,전자렌지,음식데우기,간편식 준비하기,HM,,지금은 오전 11시 18분 입니다. 음식을 촉촉하게 데우고 싶으실때는 전자레인지용 뚜껑을 씌우면 된답니다!,,,,,
8,662,'2021-08-01 11:28:21,식사 판단,간식,간식 먹기,M,,오늘같이 더운 날은 시원한 매실 한잔이 딱이지 않나요?,,,,,
9,662,'2021-08-01 12:20:35,전자렌지,음식데우기,간편식 준비하기,CM,,"순이의 둘도 없는 짝궁 울 상근님, 햇볕을 쬔 표고버섯은 비타민 디가 풍부하다고 해요. 우리 몸에 가장 부족한 것이 비타민 디라고 하니, 표고버섯 추천드려요!",,,,,
10,662,'2021-08-01 12:30:35,식사 판단,간식,간식 먹기,M,,"채소로 이루어진 식단과 더불어 해독주스를 마신다면, 부족한 섬유소와 영양소를 채울 수 있어요!",,,,,
11,662,'2021-08-01 17:54:50,전자렌지,음식데우기,간편식 준비하기,CHM,,"순이에게 너무 소중한 상근님, 흐으음, 비가 오고 있군요. 전자레인지 돌아가는 동안에는 멀리 떨어져서 전자파를 피하셔요!",,,,,
12,662,'2021-08-01 18:04:50,식사 판단,간식,간식 먹기,M,,컵을 쓰고 얼룩이 생기지 않게 바로 씻어주면 좋아요!,,,,,
13,662,'2021-08-02 07:28:00,전자렌지,음식데우기,간편식 준비하기,CHM,,"부지런한 상근님, 안녕하세요 순이예요. 달걀껍질은 전자레인지에 돌리면, 폭죽이 터지듯이 활활 타오를 수 있대요!",,,,,
14,662,'2021-08-02 07:38:00,식사 판단,간식,간식 먹기,M,,"알코올이나 커피는 수면을 방해하는 음식이래요! 많이 드시지 않게 조오심, 조오심하세요!",,,,,
15,662,'2021-08-02 07:50:56,전자렌지,전자레인지청소,전자렌지 청소하기,M,,소주를 행주에 적셔 전자레인지를 닦아보세요! 전자레인지에 있는 기름 때도 잘 닦이고 냄새도 사라진답니다.,,,,,
16,662,'2021-08-02 10:46:21,전자렌지,음식데우기,간편식 준비하기,CM,,"마음 따뜻한 상근님, 즉석식품을 렌지에 돌릴때, 포장지를 조금 뜯은 후에 돌려주세요.",,,,,
17,662,'2021-08-02 10:56:21,식사 판단,간식,간식 먹기,M,,간식 시간이 따로 있으신가요?,,,,,
18,662,'2021-08-02 15:44:05,전자렌지,음식데우기,간편식 준비하기,CHM,,"순이만의 선생님, 오늘도 반가워요! 전자레인지에서 그릇을 꺼낼때 꼭 두꺼운 장갑을 끼고 하시는거 아시죠?",,,,,
19,662,'2021-08-02 15:54:05,식사 판단,간식,간식 먹기,M,,날이 더워 입맛이 떨어지실땐 상큼한 키위를 드셔보세요!,,,,,
20,662,'2021-08-02 16:31:19,전자렌지,음식데우기,간편식 준비하기,M,,수분이 많은 음식은 전자렌지에 데워지면서 뜨거운 수증기를 뿜어대요. 문 여실때 조심하세요.,,,,,
21,662,'2021-08-02 16:41:19,식사 판단,간식,간식 먹기,M,,고구마가 야채들 중에서 암 예방에 좋은 음식 일위로 뽑혔다고해요. 오늘 간식은 맛도 좋고 영양도 만점인 고구마 어떠신가요?,,,,,
22,662,'2021-08-02 18:05:44,전자렌지,음식데우기,간편식 준비하기,CHM,,"열정 가득한 상근님, 현재 시간은 오후 6시 5분이에요. 키위가 호흡기 관련 면역력에 도움을 준대요!",,,,,
23,662,'2021-08-02 18:15:44,식사 판단,간식,간식 먹기,M,,순이가 식사 후에 입안을 상큼하게 해줄 후식을 추천해드릴게요! 바아로 감귤이예요. 감귤은 천식과 식욕부진에 도움을 준다고 해요!,,,,,
24,662,'2021-08-03 07:37:58,전자렌지,음식데우기,간편식 준비하기,CHM,,"이 시대의 영웅 상근님, 헬로 아임 순이. 계란 껍질을 제거하지 않고 렌지에 돌리면 음식이 터질 수 있어요.",,,,,
25,662,'2021-08-03 07:47:58,식사 판단,간식,간식 먹기,M,,탄산수에는 설탕이 들어 있지 않아서 콜라나 사이다 대신 드시기 좋은 음료수에요.,,,,,
26,662,'2021-08-03 08:15:58,전자렌지,음식데우기,간편식 준비하기,M,,전자레인지에 달걀껍질을 넣으면 안되는거 이미 아시죠?,,,,,
27,662,'2021-08-03 08:25:58,식사 판단,간식,간식 먹기,M,,울 상근님께서는 호박 고구마와 밤 고구마중에 무엇을 더 좋아하시나요?,,,,,
28,662,'2021-08-03 10:44:21,전자렌지,음식데우기,간편식 준비하기,CM,,"통통 튀는 매력쟁이 상근님, 전자렌지에 돌릴 음식은 둥근 접시에 담는게 좋다고 해요.",,,,,
29,662,'2021-08-03 10:54:21,식사 판단,간식,간식 먹기,M,,고구마를 전자레인지에 데워서 간식으로 먹으면 그렇게 꿀맛이 아닐수가 없어요.,,,,,
30,662,'2021-08-03 10:54:23,전자렌지,전자레인지청소,전자렌지 청소하기,M,,"렌지에 음식을 돌리고 난 후, 적어도 삼분 이상 전자렌지의 문을 열어놔주세요! 냄새가 배면 안되니까요.",,,,,
31,662,'2021-08-03 11:06:13,프로그램,프로그램 참여,노래자랑,,,프로그램 메시지,,,,,
32,662,'2021-08-03 16:27:42,전자렌지,음식데우기,간편식 준비하기,HM,,방가방가 상근님. 블랙푸드라는 단어를 아시나요?바아로 검은색을 가지고 있는 음식들을 말해요! 대표적으로는 가지가 있어요!,,,,,
33,662,'2021-08-03 16:37:42,식사 판단,간식,간식 먹기,CM,,"멋쟁이 상근님, 옛날에 우스개소리로 물을 사먹는 시대가 온다고 했던거 기억하세요?",,,,,
34,662,'2021-08-03 17:12:10,부동,휴식,취미활동,,,,,,,,
35,662,'2021-08-03 17:32:11,부동,낮잠,낮잠자기,,,,,,,,
36,662,'2021-08-03 18:01:29,전자렌지,"낮잠기상, 음식데우기",낮잠 기상하기,CHM,,"순이가 최고로 애정하는 우리 상근님, 영원한 짝꿍 순이랍니다! 더 건강하게 걷는 방법! 팔을 앞 뒤로 흔들며 걷는 것이 좋다고 해요.",,,,,
37,662,'2021-08-03 18:01:29,전자렌지,"낮잠기상, 음식데우기",간편식 준비하기,,,,,,,,
38,662,'2021-08-03 18:11:29,식사 판단,저녁식사,석식,M,,저녁에는 설탕이 많이 들어간 음식이나 수박 같은 과일은 안 드시는 것이 좋다고 해요. 소화나 수면에 부담을 느끼게 한다구 하네요!,,,,,
39,662,'2021-08-03 18:32:10,부동,휴식,취미활동,,,,,,,,
40,662,'2021-08-03 18:52:10,부동,낮잠,낮잠자기,,,,,,,,
41,662,'2021-08-03 20:02:09,부동,취침,수면,,,,,,,,
42,662,'2021-08-03 22:50:57,전자렌지,"기상, 음식데우기",기상하기,CM,,"오늘도 내일도 늘 소중한 상근님, 오늘의 날씨는 흐림 이라고 합니다.",,,,,
43,662,'2021-08-03 22:50:57,전자렌지,"기상, 음식데우기",간편식 준비하기,,,,,,,,
44,662,'2021-08-03 23:12:10,부동,휴식,취미활동,,,,,,,,
45,662,'2021-08-03 23:32:08,부동,취침,수면,,,,,,,,
46,662,'2021-08-04 07:54:46,전자렌지,"기상, 음식데우기",기상하기,HM,,똑똑 계세요? 순이 왔어요. 안녕히 주무셨어요? 가볍게 손 위로 쭈욱 뻗어서 기지개를 펴주시면 몸에 피로가 풀린다고 해요.,,,,,
47,662,'2021-08-04 07:54:46,전자렌지,"기상, 음식데우기",간편식 준비하기,,,,,,,,
48,662,'2021-08-04 08:04:46,식사 판단,아침식사,조식,CM,,"순이를 사랑해주시는 상근님, 아침식사를 꾸준히 하시면 심장병과 당뇨병을 예방할 수 있다고 해요!",,,,,
49,662,'2021-08-04 08:32:04,부동,휴식,취미활동,,,,,,,,
50,662,'2021-08-04 08:52:03,미동,취침,수면,,,,,,,,
51,662,'2021-08-04 10:04:32,미동,낮잠,낮잠자기,,,,,,,,
52,662,'2021-08-04 10:32:04,활동,낮잠기상,낮잠 기상하기,,,,,,,,
53,662,'2021-08-04 10:56:53,전자렌지,음식데우기,간편식 준비하기,CM,,"상근님, 오늘은 순이가 담백하고 비린내가 적은 대구를 추천해드려요.",,,,,
54,662,'2021-08-04 11:06:53,식사 판단,간식,간식 먹기,HM,,"콧노래가 흥얼흥얼 나오는 날이에요. 해독주스의 효과는 우리 몸속의 독소를 빼주고 배변활동을 도와주며, 노화예방에 도움을 준다는거에요!",,,,,
55,662,'2021-08-04 11:18:22,외출,외출,외출하기,,,,,,,,
56,662,'2021-08-04 11:33:32,매우 활동,"귀가, 실내운동",귀가하기,,,,,,,,
57,662,'2021-08-04 11:33:32,매우 활동,"귀가, 실내운동",실내운동하기,,,,,,,,
58,662,'2021-08-04 15:38:16,전자렌지,음식데우기,간편식 준비하기,PM,,"헛둘 헛둘, 열심히 운동하시는 오늘의 운동왕 상근님 멋져요! 간편식마다 전자레인지 사용법이 달라서 잘 보고 해야 맛나게 드실 수 있어요.",,,,,
59,662,'2021-08-04 15:48:16,식사 판단,간식,간식 먹기,M,,순이는 조금 출출한지 간식이 땡겨요. 우리상근님은 어떤 간식 좋아하세요?,,,,,
60,662,'2021-08-04 15:54:33,매우 활동,실내운동,실내운동하기,,,,,,,,
61,662,'2021-08-04 16:11:17,프로그램,프로그램 참여,노래자랑,,,프로그램 메시지,,,,,
